review,rate
"Sudah lama menggunakan aplikasi gojek, tetapi kemarin acc saya ditangguhkan, kemudian saya memanggil cc gojek dan mereka mengatakan acc saya diblokir tanpa alasan yang jelas dan tidak dapat diperiksa oleh sistem. Benar-benar pengalaman yang tidak menyenangkan.",negative
"Setiap kali saya ingin mengisi ulang gopay saya, itu mengatakan bahwa akun gojek saya terhubung ke perangkat lain. Ini menjengkelkan dan membuang-buang kredit ponsel saya .... Sangat kecewa",negative
"Apa yang terjadi pada akun saya dengan deposit saya sebesar rp240 + ribu. Tiba-tiba, saya diblokir dan dana terdaftar nol (Rp 0)",negative
Tidak semua jalan di peta memerlukan pembaruan tidak dapat menemukan hotel saya. Koneksi buruk,negative
"Kehilangan 2 item dalam perjalanan Gojek dan kedua kali dapat memulihkan item saya dan khususnya, Tuan Derek Koh (SJT 6478S) yang baik hati berusaha keras untuk mengembalikan barang yang hilang. Terima kasih Derek.",positive
"Selalu bermasalah dengan GPS. Aplikasi menjadi tidak berguna, selalu muncul sembulan yang mengaktifkan GPS (terjadi di GOFOOODD)",negative
Tidak dapat masuk dan memuat konten sejak kemarin. Diinstal ulang dan masalah masih ada.,negative
sudah membayar untuk promo voucher berlangganan. tetapi voucher tidak aktif (tidak dapat digunakan),negative
"Tidak bisa mendapatkan driver apa pun, bahkan jika hanya berjarak 10 menit, Grab lebih efisien, dan lebih murah (kadang-kadang) Aplikasi tidak terlihat bagus dan menarik untuk digunakan",negative
"Nyaman, aplikasi yang sangat ramah pengguna, deteksi lokasi lebih baik",positive
"Harap perbaiki masalah lokasi, aplikasi selalu secara otomatis mengubah lokasi dan berakhir pada pengemudi yang pergi ke lokasi yang salah",negative
Banyak pengemudi di sekitar membuat pemesanan lebih cepat. UI yang mudah digunakan membuat pesanan lebih mudah. Dan banyak diskon dan promo yang menghemat uang saya.,positive
Aplikasi terburuk semacam itu tidak banyak opsi berbagi dan harga lebih tinggi bahkan dalam periode non puncak.,negative
"Para pengemudi sangat menyebalkan. Saya menggunakan aplikasi ini hanya untuk memesan tiket film atau memesan makanan. Tapi, baru-baru ini saya menemukan bahwa perusahaan lain menyediakan pilihan makanan yang lebih baik dan aplikasi ini selalu macet setiap kali saya ingin memesan film. Apa yang bisa ditawarkan aplikasi ini kepada kita?",negative
mudah digunakan . driver yang sangat nyaman dan bermanfaat di jakarta.,positive
"Saya telah menambah saldo gopay saya, pada kotak masuk saya menerima masseges bahwa saya berhasil mendapatkan top up saya. Tapi gopay saya tidak berubah. itu masih di ballace yang sama sebelum saya top up. bagaimana bisa?",positive
"Autoteksnya payah, selalu muncul yang sangat menjengkelkan 👎👎 Tolong beri kami fitur untuk mematikannya 😤😤",negative
"Saya menebus 30 voucher dengan diskon 15 ribu untuk setiap transaksi. Tapi Setiap kali saya membeli katakanlah 30rb, diskon hanya 10rb -_- perbaiki secepat ini",negative
"Saya sangat menyukai aplikasi ini, sangat mudah digunakan dan desainnya sangat menggemaskan. Dan jangan lupa ada begitu banyak promosinnn !! Omg, terima kasih gojek dan siapa pun yang membuat aplikasi ini",positive
"Kenapa ada yang salah terus mau login, aplikasi buruk !!!!",negative
Sejauh ini bagus tapi sesekali GPS tidak akurat.,positive
"Gocar Instan dengan bangga blng ""lebih cepat"". Coba aj lo pesen pas jam rame plng dpt daftar tunggu nomor 40. Sayang bodoh, kalau tidak rusak jangan memperbaikinya. Betapa bodohnya sistem downgrade gocar sendiri.",negative
Aplikasi ini adalah bagian dari kegiatan saya dan bisnis setiap hari. Sangat membantu !!,positive
"Jangan pernah menggunakan paylater, tetapi ada jumlah yang harus dibayar, sudah menghubungi layanan pelanggan tetapi masih tidak membantu.",negative
Pemberitahuan push sangat mengganggu. Tolong beri kami opsi untuk keluar dari begitu banyak pemberitahuan yang Anda kirim kepada kami setiap hari.,negative
Voucher yang diberikan hilang sebelum berakhirnya tanggal yang valid. Tidak tulus memberi voucher.,negative
"Aplikasi dan layanan luar biasa. Layanan makanan bekerja dengan sangat baik, saya bahkan tidak perlu tahu alamat saya",positive
Hampir selalu membuat pengemudi terlalu jauh dari titik pemilihan. Sekarang akun saya diblokir,negative
Ini Sangat Membantu Dan Sangat Baik Memberikan Aplikasi Saya Menyukainya,positive
Pembaruan aplikasi membuat kartu kredit saya hilang. Saya harus mendaftar ulang dan saya kehilangan 1 dolar lagi. Apakah ini normal? 1 biaya tambahan untuk pembaruan aplikasi?,negative
"Sangat terbantu dengan adanya aplikasi ini. Terima kasih Gojek Indonesia telah hadir di tengah-tengah kita semua, dan telah menjadi solusi untuk rutinitas padat masyarakat Indonesia. Kamu BESAR!",positive
Ikon pikap dan tujuannya Terlalu kecil dan tidak begitu jelas.,negative
Pekerjaan pengiriman saya tidak dapat diselesaikan hanya karena aplikasi ini terus mengatakan saya tidak dapat memesan lagi pengiriman barang (GOSEND) lagi! Dan saya bahkan tidak bisa membuka detail riwayat saya karena itu terus menunjukkan saya tidak punya internet sementara saya mendapat WIFI LENGKAP DI SINI! TOLONG PERBAIKI,negative
Pengalaman terburuk yang pernah ada. Saya tidak akan pernah menggunakan aplikasi ini lagi. Grab memiliki fasilitas yang jauh lebih sedikit tetapi layanan dengan gojek lebih buruk daripada yang bisa saya jelaskan dengan kata-kata. Tercela.,negative
Aplikasi terus gagal dari 10 Menit terakhir di Ponsel Android saya. Apakah ada patch yang dipasang baru-baru ini?,negative
Tidak bisa masuk tiba-tiba. Saya sudah menginstal triad uninstall dan masih belum bisa masuk.,negative
Dukungan pelanggan yang mengerikan. Tidak dapat masuk ke akun saya dan perwakilan tambahan mengatakan mereka tidak tahu bagaimana cara memperbaikinya.,negative
aplikasi ini mengambil data pribadi saya dan menolak untuk menghapusnya dari sistem mereka ketika saya minta. aplikasi mengambil data saya dan menolak untuk menginstalnya dari sistem kompilasi saya minta.,negative
"Setelah perjalanan tidak pernah mendapat tanda terima e saya. Terlalu lambat, menelepon saluran bantuan juga tidak ada yang terjadi.",negative
Sangat buruk sehingga kita tidak lagi diizinkan masuk ke 2 perangkat sekaligus: / Bangun! Kamu bukan whatsapp .. Mari kita login ke lebih dari 1 perangkat .. 🤷‍♀️🤦‍♀️,negative
Cepat & mudah. Lebih murah daripada layanan lain di Singapura.,positive
"Mengerikan. Celah memungkinkan pengemudi untuk mencatat pesanan yang dikirimkan, meskipun tidak! Dan, mereka dapat mengekstraksi uang dari akun Anda! Konyol! Ini adalah ketiga kalinya hal itu terjadi. Saya sudah selesai dengan gojek. BOO.",negative
Saya tidak suka notifikasi. Itu selalu datang dua kali sehari dan tidak tahu cara mematikan notifikasi. Dan mengapa gojek lebih mahal dari yang lain (ambil?),negative
Bagaimana opsi GoPay dan paylater saya tidak muncul dalam opsi pembayaran? Hanya ada opsi tunai.,negative
Tidak dapat mematikan pemberitahuan promo. Memaksa iklan Anda kepada kami adalah langkah yang sulit. KAMI MEMBAYAR UNTUK LAYANAN.,negative
Sudah stabil 2 tahun terakhir ini. Saran: tolong berikan penjelasan yang lebih spesifik ketika Anda merilis pembaruan tentang hal-hal yang Anda perbarui.,positive
"selalu bermasalah ketika sinyalnya buruk. baik canot melakukan pemesanan atau saldo gopay tidak diperbarui. lebih buruk lagi, tampilan saldo gopay berubah menjadi Rp 0 jadi saya tidak bisa melakukan apa-apa dengan saldo nol kan ?? !!",negative
"Promo dan layanan yang bagus, tidak dapat hidup tanpa aplikasi ini",positive
"Jenis cepat pada obrolan pesanan mengganggu. Pembukaan terlambat, saya terus mengirim pijatan tanpa sengaja",positive
Saya menunggu terlalu lama untuk pemesanan saat ini di kranji setiap saat ..,negative
Sesuatu yang salah dengan kartu kredit atau debit aplikasi ini tidak dapat digunakan. Sangat mengecewakan,negative
Baru saja mengubah nomor saya untuk akun gojek saya dan tidak bisa masuk lagi dengan ponsel saya. CS tidak bisa memberi tahu saya apa masalahnya dan membantu saya untuk masuk ke telepon 🤦,negative
"Aplikasi yang sangat membantu, semuanya lebih mudah sekarang, terima kasih gojek👍",positive
Berkali-kali peta itu tidak berfungsi sehingga saya tidak tahu di mana pengemudi itu berada,negative
"Layak untuk uang, tetapi tidak layak untuk waktu dan sangat sulit untuk ditugaskan sopir bersama banyak yang tidak tahu di mana lokasi penjemputan. Banyak juga membatalkan segera setelah selesai dengan perjalanan terakhir meskipun ditugaskan kepada saya.",negative
29 November Aplikasi terhenti dan membatalkan 4-6 dari KKH ke Waterway Point. Saya harap saya tidak dikenakan biaya. Karena saya tidak menerima konfirmasi pemesanan.,negative
"aplikasi yang sangat berguna, mudah dioperasikan, cepat",positive
Keyboard baru yang disarankan secara otomatis menyebalkan. Saya tidak dapat menemukan cara untuk menonaktifkannya,negative
"ia mengatakan ""makanan Anda akan datang"" ketika saya membeli minuman, 0/10 - benar-benar tidak dapat dimainkan",positive
"Tidak dapat mendaftar, ketika saya menekan ok itu dimuat lalu berhenti apa yang terjadi?",negative
"Sulit digunakan, bahkan tidak dapat mengetahui cara menambahkan kartu kredit saya untuk pembayaran",negative
Tidak dapat melaporkan pengemudi yang membatalkan perjalanan Anda setelah waktu tunggu yang lama,negative
Pembaruan terbaru membuat aplikasi lebih baik. Terima kasih atas perbaikan dan perubahan lucu funny,positive
"Pada awalnya itu sangat bagus, tetapi untuk beberapa alasan yang tidak diketahui, sangat lama bagi seseorang untuk mengambil pesanan dan sekarang sepertinya tidak ada yang bahkan saya telah memperbarui aplikasi dan memiliki internet untuk cadangan? Seperti mengapa ????",negative
Aplikasi sederhana untuk berbagai keperluan. Aplikasi super pertama dari SEA,positive
"TETAPKAN FITUR PEMINDAHAN, SAYA MASIH TIDAK BISA MENDAPATKAN FOTO KARTU IDENTITAS SAYA",negative
Layanan gopay Anda salah. Tolong perbaiki. Terima kasih.,negative
A harus digunakan untuk siapa saja yang bepergian ke Bali. Sangat nyaman dan hemat biaya.,positive
"aplikasi ini tidak bisa mendapatkan lokasi saya ketika saya menggunakan makanan, tetapi aplikasi ini bisa mendapatkan lokasi saya ketika saya menggunakan goride, memperbaikinya",negative
Semua kebutuhan sehari-hari dalam satu aplikasi yang mudah digunakan. Kudos to Gojek team!,positive
Tidak ada respons dari layanan pelanggan sama sekali setelah transaksi tidak mendapat uang tunai sama sekali,negative
"Tidak dapat menambahkan titik drop-off, tidak ada opsi lain seperti halangan atau berbagi",negative
Mudah digunakan dan menawarkan promosi.,positive
hapus go-news atau tidak pernah mendapatkan bintang 5 kembali. sunting: nada dering Anda sangat buruk,negative
Masih tidak ada opsi untuk menonaktifkan pemberitahuan push untuk promo.,negative
Suka membebankan biaya tambahan tanpa alasan atau penjelasan apa pun. Itu hanya buang-buang uang,negative
"Tidak benar-benar sangat baik..coa mencoba berkali-kali, namun jawabannya selalu 'mencari driver' sampai saya berhenti dan memanggil perusahaan taksi lain .. Sedih..Instal aplikasi tetapi til sekarang tidak pernah berhasil..Saya pikir Anda perlu menyewa lebih banyak driver 😑😐😔",negative
Aplikasi yang bagus sehingga lebih baik daripada aplikasi lain yang memiliki fitur yang sama,positive
"Kesalahan apk !!! katanya apk terus berhenti, perbaiki !!!",negative
Silakan perbaiki driver tidak menjemput saya dan menyelesaikan masalah.,negative
Transportasi publik online & metode pembayaran online terbaik yang pernah ada!,positive
Tidak ada penggantian pengemudi saat pengemudi membatalkan perjalanan..spon lambat ..Driver membatalkan perjalanan sesuka hati..Lokasiver di App tidak jelas,negative
Aplikasi paling berguna untuk kehidupan sehari-hari. Benar-benar membuat hidup saya lebih mudah. Cinta Gojek!,positive
"Kami tidak membutuhkan sistem obrolan otomatis, alias kepencet terus jir. Kecewa.",negative
"Tanpa Penawaran, Gojek Sekarang Turun. Aplikasi ini hanya dilupakan & tidak ada lagi inovasi baru.",negative
memang sangat membantu saya ketika berada di luar kota terutama saat bepergian tanpa membawa transportasi apa pun,positive
"Sedikit lebih murah daripada Grab tetapi jauh lebih buruk dalam keandalan, akurasi dan manajemen driver yang salah. Nilai dipertanyakan.",negative
"Aplikasi hebat, tetap bekerja dengan baik untuk memuaskan pelanggan Anda",positive
"gojek harus menambahkan paket langganan untuk perjalanan seperti ambil, karena saya pulang pergi menggunakan ambil karena mereka memiliki paket berlangganan tetapi sebenarnya tarif goride lebih murah",positive
"Apakah ""paylater"" dapat digunakan? Karena setelah memutakhirkan pembayaran go saya, mendapat masalah ketika menggunakan paylater",positive
aplikasi yang sangat membantu untuk penggunaan sehari-hari.,positive
Aplikasi sopir terburuk yang pernah ada. Banyak wahana akan dibatalkan pada Anda. Driver hanya mengirim pesan lokasinya dan mengatakan kesalahan sistem. Grab jauh lebih baik,negative
"Mudah digunakan, user friendly dan begitu juga driver Gojek",positive
"Kesalahan pada peta, sehingga pengemudi terlambat datang",negative
itu sangat membantu ketika saya kembali ke perguruan tinggi dan harganya murah,positive
Sangat membantu selama Anda membutuhkan bantuan untuk banyak jenis barang,positive
Driver yang sangat cepat dan ramah dan membantu,positive
Aplikasi bagus untuk transportasi dan pemesanan makanan.,positive
Gojek alw matchmake driver jauh dan mereka sering membatalkan karena itu. Agak kecewa ketika saya bergegas,negative
Mudah digunakan .. Saya dapat memesan makanan di mana saja dan kapan saja saya mau .. Terima kasih gojek ..,positive
"Sangat berguna, terutama untuk memesan makanan",positive
beberapa kali lebih mahal daripada taksi! mungkin juga naik taksi. Saya pikir gojek akan lebih nyaman karena taksi kadang sulit didapat. sangat mengecewakan,negative
"Tidak pernah memiliki masalah saat menggunakan aplikasi ini, tidak seperti pesaing Anda Gr ** 😡 gojek pekerjaan yang baik!",positive
Aplikasi ini dapat membuat orang lebih mudah untuk melakukan transaksi,positive
"Setelah saya memutakhirkan, saya tidak dapat menggunakan aplikasi ini. Peta tidak berfungsi😡",negative
"Dev sangat lucu hahaha dia membunuh serangga, Bagus!",positive
Luar biasa dan murah !!!! Driver keren,positive
Aplikasi ini hanya membeku acc saya mengatakan bahwa itu mendeteksi bahwa saya memesan sesuatu yang mencurigakan ketika saya telah memesan makanan untuk sarapan. Tolong perbaiki,negative
Pengemudi layanan mengerikan oky tetapi aplikasi itu sendiri memberikan banyak masalah,negative
"saya ingin tahu mengapa saya ditagih? Itu adalah pertanyaan dan kekhawatiran saya karena saya tidak tahu berapa kali ini mungkin terjadi di masa lalu atau dapat terjadi di masa depan, sangat sulit untuk melacak di kemudian hari dengan biaya Toll dan mengikuti tagihan.",negative
"Transportasi yang cukup baik, layanan pengiriman makanan dan paket dan banyak lagi.",positive
User Friendly + Layanan Pengemudi Yang Sangat Baik Setiap Saat + Tepat Waktu,positive
Driver Anda sering membatalkan pesanan. Aplikasi tidak cocok dengan benar. Menunggu 15 menit dan masih tidak ada mobil,negative
Tidak bisa masuk selama seminggu sudah Masih mendapat uang di Gopay,negative
"Aplikasi tidak berguna di Bali. Tidak ada driver, pembatalan konstan. Mengerikan.",negative
"Cepat, sangat mudah digunakan",positive
"bahkan tidak bisa memesan gofood. Itu selalu mengatakan ""aktifkan layanan lokasi Anda"" meskipun saya sudah mengaktifkan lokasi.",negative
cumbuan lebih dari satu jam mencari opsi batal tetapi tidak berhasil,negative
Pengemudi akan terus membatalkan pemesanan Anda sampai harga tertinggi dan mereka menerima pemesanan Anda.,negative
Tidak dapat menemukan lokasi sepanjang waktu,negative
Dibuat dengan sangat baik dan terawat. Senang bahwa itu terus menambahkan lebih banyak fitur. Siapa yang mengira Anda dapat menyumbang untuk membantu penyakit orang lain dari aplikasi ini.,positive
belum pernah bermasalah dalam aplikasi. secara keseluruhan bagus. mendukung aplikasi lokal,positive
Harap edit obrolan templat untuk driver ... selalu salah pencet karna keluar otomatis obrolan dari gojek,negative
"Aplikasi yang sangat bagus, membantu saya banyak dalam setiap kesempatan👍",positive
