review,rate
"Saya kecewa atas salah satu perlakuan driver area sidoarjo saya pesan makanan sudah nunggu 1 jam tapi ga di anter tiba"" ada notif pesanan anda sudah di antar tolong di tindak lanjuti driver kayak gitu",1
"Enak bs pake yg instan.. cuma tlg dong klu driver nya sdh nggk aktp, lbh baik di matiin aplikasi nya.. sering bnget, sdh nggui 2 jam.. tau tau di bls sdh nggk aktp.. malah kdg di cancel nya.. kita nggui smpe 2 jam, kan jd kesel..",3
"Gojek gak jelas, saya tadi dapet voucher, eh pas sampe rumah mau order go food udah gak ada, padahal vouchernya hangus 7 hari kedepan.",1
Saldo gopay saya tiba2 berkurang 40 ribu padahal transaksi saya cancel karena tidak dapat armada. Saya sudah coba hubungi pihak gopay melalui dm ig dan email. Nanti kalau saldonya sudah kembali saya ubah penilaiannya.,1
"Kembalikan sistem gojek yang dulu atau ganti yang lebih baik lagi, kasian driver. Jadikan pekerjaan ini standar kerja kalian. Pegawai kalian emang mau masuk jam 8 pagi pulang jam 10 malam? Ga kan.. Ga sehat Anda",1
Lain kali tanyak dulu sama pengguna mau di alihkan ke paylatter atau tdk . Ini saya ada saldo sendiri malah mau tdk mau harus gunakan paylatter. Ini namanya pemaksaan.,1
"Apa-apaan siiii, gw mau order go-food.. lamaaa bangetttt ngga ada driver yg nyantol, yaudah gw cancel. Giliran dicancel malah dapet. 2x begituu, HEH!!!! mksudnya apaan?????? Nanti dikira gw order fiktif lagi ama driver lainn. Taikkk!!!!!",1
Buruk sekali pelayan gojek sekarang.saya memesan makanan atau apapun itu yg ada di aplikasi gojek.saya pesan makan biasa cepat dapat driver dan cepat sampai makanannya sekarang sejam terus makanan yg saya terima.,1
"Saya driver,Saya mau tanya pada kalian pelanggan gojek daerah bandung.. Apakah kalian masih sering order gojek atau tidak?? Soalnya orderan yang kami rasakan sangat sulit ,apakah benar pelanggan gojek berkurang atau benar adanya driver member di tubuh Gojek..",5
"Kalo mau kasih promo yg bener dong Bos.. Sudah update versi terbaru, dapat voucher gofood 20K. Eh malah dihilangkan oleh pihak gojek. Lebih baik pake GRAB yg pasti pasti aja. Goodby gojek",1
"Saya biasa memakai aplikasi atau tenaga Goride, gocar, gofood dan utk ktiganya sampai saat ini cukup puas dan yg mau saya sarankan utk gofood coba dtambahkan diskon atau pbayaran gopay ada cashbacknya seperti teman kita ovo atau greb mreka sudah bjalan sperti itu ...TENGKIU and GBU GOJEK 😇😇",4
"Saya mau nanyak ini, tadi ada nmr yg nlfn saya mengatas nama kan gojek,kata nyaa nmr saya menang undia dari gojek. Apakah itu benar? Apakah gojek memang mengadakan undian? Tolong jawab,karena saya takut nya itu penipuan.",4
"Buat kalian yang baca, jangan lagi pake go-pay buat top up, karena gua udah top up 40.000 tapi gak masuk, gua udah minta bantuan tetep aja gak direspon. Gua tau kalau 40.000 itu murah buat sebagian orang, tapi disini gua cuma ngingetin biar gak ada yang rugi kek gua lagi",1
"Kalo udah diuninstal pas instal lagi ga bisa masuk karna email, padahal seharusnya kalo email udah dimasukin harusnya bisa bukan hanya dari nomor telepon, tolong diperbaiki lagi🙏",3
"hati² ini cara main curang.. kliatan aja murah, coba liat ongkirnya.. mahal bngt, udh gtu biar gk kliatan mahal dikasih diskon.. tapi tetep mahal dibanding sama grab tanpa diskon.. HATI HATI",1
kaga ada perubahan mati ajalah .tiba tiba app keluar sendiri mana nomor udh ga ada alhasil tinggalkan aja .toh ga mati kalau u ga ada .saya yakin kalau pelanggan sudah kecewa anda promo gratis juga ga ada yg mau .nama pt anak bangsa .bukan semangat malah bobrok .,1
"Sdh hampir 1 bulan ini sangat2 susah untuk log in,sy tdk mendptkan kode otp. Sudah sy uninstall dan install lg tetap saja susah mendapatkan kode otp. Tidak ada notifikasi sms ke no hp sy.",3
"Versi 3.46.1 transfer dr gopay ke rekening bank lama. Versi sebelumnya sangat instan, setelah masukan pin dan berhasil saat itu juga sudah masuk di rekening bank. Yg 3.46.1 tau kenapa kok bisa lama gini... ??",4
"Baru pakai lg gofood, coba promo diskon, dicoba berkali-kali infonya server down, dicoba tanpa diskon langsung bisa, ga usah pasang diskon kalau emang ga bisa kasih",1
Gojek udah makin parah. Ngga pernah memikirkan nasib para mitranya. Saya udah 3 bulan lebih ngojek cuman di kasih 3 sampai 4 order. Saya punya keluarga yang harus saya kasih nafkah. Kalo seperti ini ada nya kalah jauh dengan para mitra grab. Tolong perbaiki sistem lu jek,1
"Tolong di tingkat kan kualitas map navigasi nya,sudah dua kali saya pesan gojek pas saya liat kok di map navigasi nya jauh bangt driver nya padahal driver nya sudah dekat dengan saya. Tolong di tingkat kan Good luck buat kedepan nya",5
"kalo bisa pengamanan akun customer lebih di kuatkan lagi, agar akun customer tidak mudah di bajak oleh orang yg tidak bertanggung jawab.... trims",5
"Mohon maaf, kenapa ya saya mau upgrade gopay ga bisa terus. Dokumen yg di unggah belum juga di konfirmasi. Padahal udah hampir seminggu. Mohon diperbaiki:)",3
"Mohon maaf sekedar sumbang saran, mungkin alangkah lebih efektif jika orderan diberikan kpd driver yg paling dekat dgn posisi customer. Sebab kasian customer yg lagi buru-buru ngejar waktu hrs nunggu lama jika drivernya jauh. Terima kasih. Wassalam.",5
"Aplikasi yg banyak manfaatnya,membantu perjalanan saya dan keluarga,smg promo nya juga semakin banyak,demikian juga pemakaian lebih di permudah untuk semua tempat.",5
"Saya baru top saldo 300.000 mau transaksi kok ga bisa ya, karna lupa pin, dan uda sya ganti pin, tetap ga bisa buat transaksi, komplan nya di mana nih??",4
"Penagihan paylater gojek udh kaya hutang milyaran telp nya aja sehari 3 kali. Padahal ratusan ribu telat bayar. Kata nya karya anak bangsa,tapi begini cara kerja kalian",1
SANGAT KECEWA KARENA SUDAH BERAPAKALI KALAU TOPUP DI GOJEK UNTUK GAME SELALU TIDAK MASUK!! TIDAK ADA ITIKAT BAIK!! PERMINTAAN SEDANG DI PROSES 1X24JAM?! MANA INI UDAH LEBIH!!,1
Saya adalah pengguna baru Gojek dan saat saya daftar saya tidak bisa masuk karena email saya dan nomor telepon saya telah digunakan padahal saya tidak pernah menggunakan aplikasi Gojek.,1
"Orderan kacau dgn sistem yg baru.. Kasian yg full kalo kayak gini,yg bergantung pada gojek seutuhnya.. Nasib yg mereka harapkan jdi runyam dan g karu2an.. Sampai kapan sistem seperti ini",1
"Saran nih,, tarifnya diturunin dikit dong, kasianilah anak sekolahan:"" dan juga di bagian chat nya disediain kirim foto dong biar kalo drivernya bingung sama lokasi bisa 'pap'",5
Sangat membantu untuk bepergian ke tempat kerja ataupun ke rumah teman/kerabat saya ucapkan terima kasih untuk para driver gojek yang sudah pernah mengantar saya s sukses buat kalian,5
Ngadain event ga jelas.... Voucher min buy kebesaran.. setelh ngadain event voucher yg tanpa min buy. Di tarik kembali padahal event berakhir di akhir tahun..... Maaf saya kasih bintang satu,1
"Sistem yg tidak ada keadilan sama sekali buat driver. Kalian tidak berfikir nasib orang orang dari subuh keluar mencari rejeki,menggantungkan nasibnya dengan aplikasi gojek,tapi dengan sistem yg di buat oleh pt gi,mereka semuanya menangis pilu.",1
"Sekarang pak nadim jadi menteri pendidikan,,,tp kenapa vocer goride malah gak ada,,seandainya ada lagi gak mahal mahal amat saya mesanin gojek buat anak saya berangkat sekolah dan pulang😭",1
"Para drivernya kebanyakan tidak profesional. Ada yg buta arah, ada yg gk sesuai apk, ada yg beda plat no dan kendaraan, ada yg beda orang, ada yg gk mau ambil orderan dikarenakan masalah sepele.",2
"Mau log in harus pake nomor, nomor yang dulu dah gaaktif. Bikin baru harus pake email, sedangkan email yang dulu gabisa dipake karena sudah tertaut dengan akun sebelumnya. gada opsi login pake email.",1
Saya hari ini Top Up diamond Mobile Legend melalui Go-Pay. Sampai saat ini belum masuk diamond tersebut di akun saya. Saya merasa ditipu oleh Go-Pay. Mohon kebijakan dan ganti rugi atas apa yang saya alami. Padahal saya pengguna setia Go-jek. Sejak saya tingg di Bogor tahun 2016. Terimakasih,3
"Makin gak jelas aja ni gojek semenjak di perbaharui, order gofood berkali-kali dapat driver yg 1 tempat dengan kita padahal tempatnya jauh, makin gak jelas , tiap x seperti itu",1
"Mitra kalian yg brengsek, gw yg di suspend. Coba konfirm dulu aja klo mw suspend, pertemukan aja dengan mitra penyedia jasa terkait biar clear siapa yg brengsek.",1
"Untuk gojek tarif dan pelayanan bagus2 aja, tapi klo pesen gofood kenapa pesanan selalu tidak sesuai dengan apa yg dipesan ya, cukup bikin kecewa lagi dan lagi.",2
"Tolong di gofood nya diperbaiki lagi, karena barusan saya pesan minuman kondisi hujan, dan hp driver nya kegeser ke sudah diantarkan. Jadi saya tidak bisa menghubungi driver. Kasian drivernya juga kalau seperti ini. Di laporan pesanan tolong ditambahi inputan nmr ddriver dan atau nmr pelanggan.",1
Knpa aplikasi gojek saya tidak bisa dibuka? Padahal ada saldonya...! Gojek tolong dong...! Sdh 3 hari tidak bisa dibuka dan tidak bisa di gunakan.,3
"Voucher gofood minimum pembelian naik tiba-tiba tanpa pemberitahuan. Sebagai pelanggan yang sering beli voucher gofood sungguh kecewa sekali, Merasa dijebak.",1
"aplikasi gak guna, org2 kantornya gak punya otak!!!!!para pegawai kntornya kyak anjing!!!!!!!!!!!!!meras darah driver, meras darah orang indonesia, klo org ondonesia yg punya aplikasi ni, gak bakal d jajah org indonesia!!!!",1
"Awal nya sngat terbantu dengan ada nya aplikasi gojek ,tapi semakin sering di gunakan tarif semakin mahal ,pernah ak coba2 pesen gojek ke mini market deket rumah tapi tarif nya sama mahal nya dngn tujuan ke tempat kerja ku yg lumayan jauh",1
"Ini kenapa si udah hampir 2bulan aku gabisa pakai apk ini,kalo mau pese go ride,titik lokasinya ga muncul²,kalo mau pesen go food selalu muncul""akses ditolak""padahal sebelumnya gapernah gini",2
"Masa aflikasi gw ga bisa pke data diri gw sendiri sh ga jelas. D tolak mulu gw mau transfer gopay k no rek kga bisa gara"" data gw d tolak. Gmn sh ga jelas bngt gojek nambah sini nmbh ribet ga kaya dulu simple. Skarang mh ribet coba jawab min knp data gw d tolak gw mau transfer gopay nih",1
Kasian driver2 sekarang.. Yg enak yg di office doang.. Yg nyari kan org2 kantor gojek itu driver.. Driver itu statusnya Mitra.. Bukan karyawan.. Hrusnya posisinya diatas karyawan.. Yg ada malah kebalikannya.. Org2 kantor gojek itu seperti momok mengerikan buat driver,1
"Tolong perbaiki masalah kode otp yg lama masuk pada saat pendaftaran, jjur sangat resah,kenapa? Karena pas lagi buru² malah dipersulit dengan kode otp yg tidak kunjung masuk",1
Peler ini aplikasi. Kirim kode otp pin bisa delay 1 jam anjibg lah... dari pagi mau pake susahnya mnta ampun... bukannya dipermudah malah mempersulit. Bajingan kau.,1
"Baru juga dapet voucher diajak ama temen eh malah ilang , mending pindah kesebelah voucher food tiap hari banyak. GOJEK MAU BANGKRUT !",1
"Kok untuk transper saldo ke reg bank tambah ribet sih, padahal baru pencet satu kali, lansung ada notifikasinya anda terlalu sering vervikasi coba lain waktu, itu gmana ya?",2
"Kasihan drivernya byk yg mengeluh, karena skrg orderanya disama ratakan, tidak ada driver prioritas, jam kerjanya tidak normal bisa sampai 18 jam.",1
maaf yaa q kurangin cz q dah beberapa hari susah order go food..karena ada promo pot. 15rb.. saya mau ordernya salad aja harganya ga sampe 50rb jadi ga bs order karena ada minimal order,3
"Gofoodnya payah..harga yg tercantum cm estimasi,beneran dibeli makanannya debet saldonya membengkak..tolong diperbaiki paling tidak ada penyesuaian dengan harga yg skrng spy customer tdk merasa ketipu.mksh",1
"Sekarang kualitas pengiriman gofoodnya parah, mulai dari kmaren dpt driver yg ga hati"", udah pengiriman lama habis itu makanan tumpah"", tolonglah driver untuk pilihan gofood diseleksi, biar konsumen tidak lari, klo gini mending pakai aplikasi sebelah aja lah..",1
"Gojek kenapa tidak ada voucher buat belanja gofood dan goride, harusnya tetap sediakan potongan buat gofood dan goride karna adanya voucher mempermudah orang untuk beli makanan dan naik kendaraan, salam dua aspal makasih gojek",2
Kenpa akun saya sudah 15 hari tidak bisa d gunakan sudah tlpon call center gojek Bilang baik2 saja tapi malah ga baik2 saja gopay masih banyak tapi mau pake aplikasi d tolak terus kenpa coba e-mail sudah ngga ada tanggapan juga pyah nih,2
"Parah, nama resto di aplikasi sama di tempat beda, dan harga juga beda padahal tempat resto sesuai dengan aplikasi,,,,,,,, bikin gak nyaman",1
"Cuma cari untung aja,update terbaru dpt vocer,,sudah update vocer hilang,,ceo g mau rugi,, yes pak nadiem,,sekarang payah mau untung aja,,mending pindah ke grab banyak vocer KECEWA",1
"Poin dikumpulkan sedemikian lama (2016) tiba-tiba jadi nol. Gojek tidak mengenal istilah ""sedikit demi sedikit lama-lama menjadi bukit"". Perjuangan yang sia-sia. Minus bintang lima.",1
"Memang akhir"" ini agak kecewa dengan sulitnya menerima order, tapi setelah dipikir kembali masih banyak driver lain yang nasibnya lebih parah dariku.",5
"Top up gopay 100rb gak masuk2! Parah padahal lagi urgent. Biasanya cepet langsung masuk. Tolong customer service segera perbaiki ini, lagi urgent soalnya!",1
"Balikin voucher yg total 300rb dong :( Anak kosan kebantu bgt, soalnya jadi murah. Kalo pake voucher itu sekali makan cuma 12rb (pake gopay). Sekarang adanya voucher makan sma nonton. Minimal beli nya 65rb, anak kosan makan ga segitu :( Dari: sobat misqueen",1
"Aplikasi tai, beli voucher promo 99rb potongan 10rb, lama"" koq malah makin turun ga jelas potongannya. Dari cuma 6rb turun ke 4rb dan skrg cuma 1rb????",1
Inovasi yang dilakukan Gojek sangat baik. Saya kasih bintang 4 agar terus semangat berinovasi. Saran kalau bisa Pada aplikasi Gosend bisa diupdate tambah foto penerima paket sambil memegang paket kiriman.,4
"Maaf ya aku kasih bintang 3 karna aku gk dapat lagi voucher gocar padahal aku setiap hari antar anak naik gocar karna jarak dari rumah k sekolah anak ku jauh,,,,",3
"Driver nya banyak yg gak sesuai, di profil foto nya tua, sekali datang jemput anak muda, gak ada scen wajah makanya banyak yang beda driver nya.",1
"Kalian memang kaya. kalian memang berkuasa. tanpa kami kalian hanyalah manusia biasa yang gak punya apa"". Jadilah perusahaan yang bermanfaat bagi orang lain. jangan mementingkan diri sendiri. kita ini adalah segumpalan tanah yang dikasih nyawa. jadi gakada yg perlu disombongi",1
"Sangat membantu saya sebagai driver walau sekarang tantangan makin berat makin maraknya parkir liar yg bikin sepi orderan, premanisme makanan sehari2",5
bagus apk gojek waktu itu saya pesan seblak nah waktu itu orang nya ngak tau walau aku ngirim pesan agak banyak orang nya ngak marah ramah lagi gojek terimakasih... salam orang palembang,5
"Gini nih yang ga saya suka, habis ada paket-paket hemat gofood lalu setelah paket habis langsung tinggi banget ongkirnya. Ditunggu promonya lagi nih..",2
"terima kasih merasa sangat terbantu dgn app ini tp ya jgn gini jg, update teroooozzzzz klo ga di update ga bisa buka 😑 masa baru seminggu di update, minta update lg 😥",3
"enggak pernah ada voucher sekarang,dulu enak mau ke rumah saudara deket rumah sll pki gojek,meskipun jaraknya kurang dari 1 km,aplikasi yg baru tambah lemot",1
Hari ini order makanan dengan 1 driver knp pas sampe ada 2 driver padahal yg nge hubungi saya cuma 1 driver itu aja ini gimana sih mau gak mau saya harus bayar 2 makanan dengan driver yg berbeda,1
"Saya pengguna gojek, dan tidak menggunakan grab. Aplikasi sering error dan minta ditutup paksa. Mohon untuk diperbaiki. Dan tolong dibuatkan item khusus untuk chat dengan driver. Tidak perlu membuka orderan yang sedang berjalan.",1
"gk bisa gofood dihp vivo Y53. selalu masalah di ""aktifkan GPS"" setiap mau msuk menu gofood. buat goride, dll bisa cma gofood aja yg gk bisa. tolong diperbaiki!!!",1
"Gak jelas banget sama promonya, saya sudah mengijuti s&k nya cuma kok gak terpotong yang pas pembayarannya? Promo 10k dengan minimal 25k pembelian........ Saya sudah ke resto mitra yang terdaftar go pay ""sebut saja richeese"" ((SANGAT SANGAT KECEWA)",3
"Coba deh di ganti pas upgrade gopay Setiap di upgrade KTP sama wajah sudah di foto, sudah berulang"" tetep saja gk bisa dikarenakan KTP buram, BURAM APANYA? KTP gk buram dibilang buram",1
"Akun tidak bisa digunakan. Disuruh buat baru. Ngajuin penghapusan akun tidak disetujui.. bad cs. Jawaban keluhan berbelit-belit. Pelayanannya buruk. Pindah app sebelah aja, yg banyak promonya. No promo no pay.",1
"Ga ada yg namanya apk anak bangsa, dibalik semuanya, pasti ada anak bangsawan dunia. Btw stok driver nya dikit untuk jam petang, tindak lebih lagi untuk driver yg cancelin sengaja. Kasih pelanggan space buat turunin rating mereka jika terjadi",1
"Woi goblok, nih angka pin nya udah gw ganti tapi kenapa masih serba salah goblok, udah berulang kali gw kasih pin yang bener tetep aja salah Anjing, sumpah gak guna pin gojek asu",1
"Ok banget, lapar tinggal pesan gofood,mau kemana2 tinggal di jemput dirumah. Dan lebih mantap nya lagi,kita tdk ada saldo go pay atau uang tunai, kita di bayarkan dlu dengan di isikan saldo pay later dgn membayar tagihan akhir bulan",5
