,0
101,"Al quran aza di KANOHA sudah jadi Tainya  Mafia Koruptor Arab Kadron FAHD EL FOUZ  bin Arafiq 

Iblis  Abu bakar baasyirr 
Dedengkot  Teroriss

Habib DN Al Aidit  Dedengkot  PKI 

Umar Patek Dajjal  kadron Teroris kabur2an
Nazaruddin Koruptor  kabur2an
Asu Rijieq Shihab Firzahot 
Cabul Kabur2an
Habib Yusuf Alkaf Cabuli Santriwati  di MADURA  Kabur2an
Habib Thoha bin Yahya  cabuli istri tetangganya   terus kabur2an"
102,Islam agama bagi org yg berakal waras.. Yg blm waras tdk wajib percya😂
103,Bukan ustad/kyai/ulama tp ngomongin agama.. Bs sesat dan menyesarkan😢
104,"1:48 berat amat ngaku kalau kita ini Islam, Bang? Mudah-mudahan ini tanda kita semua bakal Husnul khatimah..... Aamiin"
105,"sebenernya sih perang agama juga  Israel Raya berdasarkan Bible ,Torah"
106,Pemikiran yang moderat ❤
107,"Dapat kita bayangkan.akibat akal manusia maka terjadi perbedaan pendapat,pada satu akar tiap agama.
Ada Ktinte ortodok, proyestsn,Advent.
Syuni, syiah, Ahmadiyah dll."
108,"Semoga banyak yg nonton,perang kebencian,kafir tidak bisa diajarkan diindonesia."
109,"Adanya keyakinan itu prinsip dasarnya adalah dari akal manusia ingin mengetahui jati dirinya.bkn mencari Tuhannya.
Oleh karena itu timbullah keyakinan yg beraneka.seperti ,Animisme, Yahudi,Kristiani,Islam, Hindu, Budha.
Utk membesarkan keyakinan yg dipercaya dari akal seseorang yg tidak selaras dgn nuraninya,maka dilakukan dgn cara yg berbeda beda.
Bisa dgn cara yg damai mau pun dgn cara kekerasan( perang).
Sebagai orang yg memiliki keyakinan apa pun itu,kewajiban kita hanya utk menjadi perpanjangan tangan Tuhan,agar dapat menebarkan sifat  Tuhan itu sendiri yaitu Cinta Kasih,Rahman Rahim.
Agar tdk terjadi pertumpahan darah dan kerusakan dimuka bumi."
110,"Ini apa? Cari narasumber kok ngak kredibel gini.., dalam Islam membenarkan perang dgn tanda "" perangilah mereka  yg memerangi mu tetapi di anjurkan untuk tidak berlebihan.."
111,"Yg nulis itu pemimpin2 jadul,jd ya ga cocok lag utk diterapkan jaman skrg menurut aku sih."
112,Saya ini orang Islam kalok bekitu sala ikut ajaran perang
113,"perang diwajibkan islam apabila keadaanya memang menuntut harus perang , jadi ga ujug ujug perang tanpa sebab , ......tapi walaupun difitnah islam agama perang , faktanya sampai detik ini  islam menjadi agama yg paling pesat perkembanganya di dunia  ...walaupun islampobia terus di bangun , terus  dibangun imej buruk tentang islam  ...islam tetap menjadi agama paling pesat perkembangan di dunia saat ini ..."
114,"Arab saudi paling oesat
https://youtu.be/53sLYOAlDn0?si=gSp7d8TKXlMuMPjW"
115,"Itulah kalian selalu halu, bilang paling pesatlah bla bla bla, itu asumsi tanpa data 😂😂😂"
116,Arab lebih dulu meyerang Israel maka dibalasnya tdk salah dong masa negara besar menyerang negara kecil dan tidak menang sebab Israel pilihan Tuhan maka diberi otak yang cerdas
117,Yang menyerang dulu ke Israel orang
118,"Konteks perang dalam islam adalah pembelaan diri atau untuk menjaga kehormatan.. 
Bukan dalam konteks penjajahan seperti negara negara Europa.. Cukuplah Kita dijajah belanda 360 tahun..dan  belanda bukan islam 
Lihatlah negara negara penjajah.. Apakh mereka negara Muslim.. Lihatlah fakta jgn asumsi dari orang Bodoh. 
Bicaralah islam dengan orang yang ahli dalam agama...jgn dengan konten kreator yg tidak paham Islam. 
Bicaralah Al Qur'an dengan ahli Al Qur'an.. Supaya Al Qur'an dijelaskan sesuai dengan kebenarannya... bukan dengan orang Bodoh yg January tahu terjemahannya saja Tapi tidak tahu Tafsir, konteks , asbabun nuzun ayatnya..jadinya konten ini bukannya mendidik tapi menjadi pelecehan.. 
Fix ini pelecehan terhadap agama islam, terhadap Kitab suci Al Qur'an.. terhadap Nabi
Muhammad.. dan semua umat Islam.. 
Karena kebodohan.."
119,"Nikmat hidup , nyaman, dan damai..skrg, Itu karna jasa pahlawan.. Seharusnya kalian berterima kasih dgn mengisi kemerdekaan ini dgn berkerratif dalam bekerja usaha dan beribadah. Pembicaraan kalian arahnya seolah olah memojokan islam  . Ini sj sdh memancing, menyulut kemarahan agama islam. Itu artinya kalian lah yg  memulai .......???."
120,Luar biasa berani menelanjangi ajaran Alquran apa adanya 👍👍👍
121,"Jangan membahas sesuatu yg bukan keahlian anda.. Akhirnya  ini menjadi pelecehan terhadap.. Agama Islam, terhadap Ayat suci Al Quran juga terhadap Nabi Muhammad Rasulullah.. Ini karena materi dibahas oleh orang yg bukan ahlinya.. Alias orang yg bodoh dan dungu"
122,"Jangan bahas agama klau anda bukan ahlinya.. Jadinya adalah penistaan Agama,Al Qur'an dan Pelecehan terhadap Rasulullah  SAW.. 
Tolong MUI dan umat Islam dilaporkan ini konten.. Sesat dan menyesatkan.
dan fix ini pelecehan... Yang dilakukan oleh orang bodoh.. dan tidak paham konteks ayat yang dibahas.. Konteks ayat itu       berbicara ttg kaum muslimin yg diusir dan diperangi oleh kafir qurays..Dan yg dimaksud ayat itu untuk kafir quraisy.. bukan untuk semua orang kafir. 
Fix konten ini jadi pelecehan terhadap agama Islam..."
123,Diminang aja perang padri membantai sesuku bahkan sampai ke tapanuli
124,Yg dikatakan ajaran Islam   selain Islam semuanya kafir   jadi pertanyaan saya kalau umat Islam    bekerja tempat orang kristen  berarti dia makan uang. kafir    berarti ini orang masuk neraka  jadi banyak muslim masuk neraka
125,"Tapi mengapa islam masuk ke indonesia tanpa perang ya? Yg ada justru Indonesia diperangi dijajah oleh bangsa Kristen atau Katolik spt Portugis, Spanyo, l, Belanda, Inggris yg bekas2 gerejanya masih kokoh di Indonesia. Malah sebagian masyarakat kita ada yg agamanya mengikuti para bangsa penjajah tsb... ?"
126,"Ayat ayat perintah perang dlm Alquran masih berlaku sampe skrg, beda dg ayat2 perang dlm Alkitab PL sdh selesai, tdk lagi berlaku...😊"
127,Pliss jangan mempertontonkan kedunguan kalian. kalo ndak tau sejarah perang di jaman nabi coba baca buku risalah nabi muhammad.
128,Logika aja kalian kan minoritas. Kalo emang islam agama perang gimana nasib kalian coba?
129,"Tuhan Yesus memang beda dengan nabi muhamad,Yesus itu firman Tuhan yg menjelma menjadi manusia,dan mengajarkan kasih,Tuhan tdk mungkin menyuruh untuk membunuh orang, apapun alasanya,Tuhan hanya mengajarkan kasih,pengampunan,dan damai sejahtera"
130,Bnyk keraguan mengungkapkan fakta....bnyk eeee.....bnyk ralat.....seperti mau meluruskan jalan yg...?? Sepertinya right or wrong is my country...perang adalah membunuh.....melenyapkan jiwa yg diberikan Tuhan....melangkahi kuasa Tuhan....manusia tak berhak....
131,"Agama Islam yang diciptakan Muhammad itu butuh pembenaran, sementara Ajaran yang dibawa Yesus itu tidak perlu pembenaran karena ajarannya mengandung kebenaran abadi"
132,Perang terbesar sekali lagi akan terjadi (Malhamah). Kalian berbicara kurang referensi!
133,Jangan mempertontonkan kedunguan..baca dulu sejarah kenapa dan latar belakang perang yang terjadi di masa nabi Muhammad..
134,Mamad lahir dijaman barbar Mamad datang mengajarkan lebih barbar😂😂😂 sesama aja sekarang saling bantai kok
135,"Perang itu jelas bukan damai, damai itu tidak dengan perang.
Tidak ada perang untuk perdamaian, dan tidak ada damai dengan peperangan.
Hanya yang Bahliul, percaya itu.😊"
136,"Ingat Justru Tuhan yg menciptakan warna warni, apakah anda slam ingin mengatur tuhan dan menantangnya??
https://youtu.be/TWyg_qmyWyI?si=FTQeqUn0jx0XUc43"
137,Sangat suka dgn dialog begini.
138,"Inilah satu2nya suku slam yg berkedok agama yg mengajarkan egosentri, otoriter dan diskriminasi dalam penyebaran atau ingin menguasai suatu negara lain ( otak penjajahan ) baik dengan cara kasar bom bali, bom bunuh diri dan politik diskriminasi, egosentris untuk menunjukkan ajaran perang yg merasa paling sempurna😂😂, lalu inikah ageman??, semoga bisa bangun dari tidur yg bodoh, dan cukup panjang😢😢"
139,Mantap
140,Apa yg tertulis dalam Alkitab bahwa Israel adalah umat pilihan .
141,"Orang kristen di siksa , tapi tdk di ajarkan tuk  menyiksa"
142,"Mbak, Alkitab tetap relevan sampai dunia kiamat tdk busa dirubah sesuai jaman"
143,"Perang dunia 1 pelaku nya rata2 islam..
Perang dunia 2 orang islam semua 
Penjajah belanda mayoritas beragama islam..

Hanya kristeen agama cinta damai 😂😂😂😂😊"
144,😂😂😂
145,Up
146,Up
147,"sahih muslim 30,31,32,33"
148,"Apa anda slam tidak menyembah berhala??😂😂😂, ngitari berhala kotak hitam,  mencium berhala berbentuk bulat, melempari tembok yg tdk bersalah😂😂, itu banyak berhalanya"
149,"RAHAYU, ini yg menyebabkan kebakaran jenggotnya untuk kasta tertinggi habib, uztad dll sebagai kacung2 raja arab......

Saya sebagai saksi hidup dan tentu ada saksi2 yg lainnya yg lebih tua , bangsa ini sdh banyak bereksperiment , tapi tingkat kesadaran yg belum ada ,akibat dikuasai oleh nafsunya para penghianat bangsa, yg tdk memikirkan anak cucu , seperti tentang pengabaian yg terjadi akibat sistem yg terbaik, bahwa kita bukan negara agama, tapi negara ageman atau pegangan kepada leluhurnya sebelum th 1979 dengan keyakinan yg universal terhadap keTuhanan yg maha esa dan pelajaran budipekerti  disekolah2 yg berpedoman pada Pancasila dan khebinekaan, setelah th 1979 dirubah menjadi kurikulum kelompok manusia, yg menonjolkan tradisi yg bermerek asing , memakai label agama disekolah2 , dengan guru yg berlebel agama, padahal lebih cenderung mengajarkan TRADISI ASING yg akhirnya menjadi provokator...( merasa paling sempurna ajarannya  ) ( Penerapan egosentris ) , tentu akan keluar dari esensinya ( fungsi ageman = rasa nyaman )

Bagi saya sesuatu pemikiran yg positif ( Ketuhanan = suci ), Pancasila, sumpah pemuda dan keuniversalan dalam kebhineka tunggal ika ( beda jalan, tapi manunggal dalam tujuan ) itu semua adalah ajaran atau tradisi yg baik atau dengan istilah lain disebut agama ( ageman = pegangan ) , tentu tradisi asing atau dengan kata lain agama asing, dengan tradisi tandus dan gersang tentu akan sangat berbeda....

Dalam hal ini balancing dalam tiga kecerdasan yakni intelektual, emosional ( budi ) dan spiritual ( semangat ) itu sangat diperlukan dalam pemikiran2 yg bijaksana ( kesejatian ) , 

Lewat kesadaran ( eling lan waspada ), kembali kepada kebanggaan pada warisan dan ajaran leluhur ( kearifan lokal yg sebenarnya ( sejati ).......


tolak doktrin dan dogma asing yg bertujuan menguasai ( dominasi = bertujuan menjajah )


kedamaian, kenyamanan dan anti diskriminasi itu semestinya lebih menonjolkan keuniversalan didalam kearifan lokal, sebagai warna warni yg indah, komitment untuk rasa kebanggaan berbangsa dan harga diri bangsa....🇮🇩


MUI itukan sebuah pemerintahan, negara dalam negara  , duiknya juga sudah banyak dari hasil pembodohan......


MUI, yg lg asik menumpuk kekayaan,mempunyai ambisi dan keinginan untuk mendirikan negara islam, yg sangat getol merubah kurikulum 1979, dari negara berketuhanan dirubah menjadi negara tradisi arab yg berlebel agama, memasukkan sistem syariat ( BSI = bank bunglon asing ), wisata religi ( dengan bentuk anemisme = dengan doktrin dan dogma harus menyembah leluhur asing arab dengan cara mengitari kotak hitam dan menciumnya ), mempolitisir kasus ajinomoto, untuk ide2 sertifikat halal yg katanya untuk melindungi umat manusia??😂, yg katanya kalau makan babi bisa keracunan, banyak cacing pitanya dll😂, mendominasi disain model jilbabwee ( dengan alasan hijrah, jualan akhirat ), air zamzam, warung muslim , toa ( dengan alasan disiplin, krn umatnya banyak yg tuli ),  istilah kafir ( bahwa ollohnya hanya tau bahasa arabia , ollohnya hanya tau tradisi arabia ( dengan istilah agama ) dan ollohnya hanya tau peraturan arabia ( dengan kitab undang undang Alqurannya ) , semoga disadari 😢❤️🇮🇩🇮🇩"
150,"Ageman (berdasarkan ketuhanan )adalah suatu aturan bersama yg dibuat manusia , untuk berkomitment bersama menuju  pikiran  yg sejati, kedamaian ,welas asih dan berbudipekerti, berpandangan pada energi semesta dan hukum semesta ( keTuhanan ) yg sdh diatur oleh undang2 negara, hukum negara berdasarkan PANCASILA dan kebhinekaan , demi tdk ada dualisme dalam hukum negara, seperti alquran ( hukum asing islam ), adalah hukum negara arab, dibuat oleh kelompok manusia arab tentu tidak akan cocok dengan kehidupan manusia indonesia yg gemah ripah loh jinawi......( Jadi ageman atau agama masalah pribadi , yg sdh ada pada pasal 1 , PANCASILA berdasarkan ketuhanan, negara tdk berhak ikut campur ( HAM ) , krn orang yg berketuhanan sdh pasti berageman, sebaliknya orang yg beragama berdasarkan kelompok atau merek agama tertentu, belum tentu berketuhanan, bisa jadi hanya sebagai kedok........😥


Bagi leluhur indonesia setiap manusia adalah utusan semesta = karena kehidupan dari energi semesta  disingkat dengan sebutan Tuhan = tentu untuk semua mahluk hidup.......🥰


Setiap manusia berkewajiban hamemayu hayuning bawana..., menjaga kelestarian alam..., memakmurkan bumi..., menciptakan kedamaian &  keselamatan di alam dunia


Dzat ( energi ) yang tak terbantahkan.


Siapa yang dimaksud...? 


Tidak lain adalah....: *Tuhan Yang Maha Esa*. 


Tuhan adalah...: Dzat yang tidak boleh dibantah oleh manusia yang menjadi utusan-Nya.


Sehebat apa pun manusia di bumi ini...,  tidak ada yang mampu menandingi kekuasaan Tuhan.


Sekali lagi..., manusia hanya bersifat sebagai utusan..., bukan penguasa. 


Oleh karena itu wajib untuk tunduk terhadap aturan yang sudah ditetapkan oleh Sang Pengutus..., yang sering disebut dengan  istilah ”kodrat/hukum karma”.atau hukum sebab akibat.....


Manusia terdiri dari


*jasmani dan rohani


Dalam menjalankan perannya sebagai utusan Tuhan..., manusia wajib menjaga keseimbangan antara urusan jasmani dan rohani. 


Seorang manusia tidak dibenarkan berkarya tanpa dilandasi niat ibadah..., karena bekerja dengan cara tersebut hanya melahirkan keserakahan..., yang membuatnya keluar dari tujuan hidup yang sebenarnya.


Sebaliknya..., manusia juga tidak dibenarkan melakukan sembahyang saja...,  tanpa disertai bekerja.


Orang yang melakukan sembahyang tanpa kerja..., sesungguhnya termasuk golongan egois. 


Dia hanya mementingkan diri sendiri...,  dengan  harapan ingin masuk surga tetapi tidak peduli dengan lingkungan sekitarnya..., termasuk keberadaan tubuhnya. 


Seorang manusia sempurna (insan kamil) adalah....: dia yang bisa bekerja dengan dilandasi semangat ibadah kepada Tuhan Yang Maha Esa. 


Yang lebih  menarik..., orang  Indonesia dalam beribadah tidak mengharapkan pahala..., karena  semboyan hidup mereka adalah....: *narima ing pandum*.


Menerima pemberian-Nya....; sekali lagi..., ”menerima” bukan ”mengharapkan”.


manusia dibatasi kelahiran dan kematian


Jika roh meninggalkan tubuh..., maka yang tersisa hanya tinggal bangkai nya saja. 


Dalam keadaan ini...,  manusia sudah tidak lagi disebut manusia..., karena eksistensinya telah berakhir.


Kalimat terakhir ini mengingatkan manusia..., agar tidak terlalu membanggakan dirinya..., karena jika Sang Roh pergi meninggalkan tubuhnya..., maka yang tersisa hanya tinggal bangkai saja.


Kalimat ini mengingatkan manusia...,  bahwa tubuh hanyalah kendaraan bagi Sang Roh dalam menjalankan perannya sebagai utusan Tuhan. 


Tanpa roh..., raga hanya lah bangkai yang tidak berarti.


Leluhur nusantara memang hebat.

🙏🙏🤗🤗❤️❤️"
151,"Jadi suku atau kerajaan islam dong😅😅, tentu tdk relevan dong"
152,"Wahyu adalah otak pikiran manusia arab slam ( otak manusia slam arab 😂 ), membawa2 nama Tuhan😂😂, padahal tuhan yg menciptakan warna warni, jadi menentang TUHAN, apa ini disebut ageman ( agama )??😂😂"
153,Saya sangat ngeri mendengar cara penyebaran agama islam
154,"Buat orng yg latar blakang ilmunya dangkal, bkal dibkin bingung nih konten"
155,"HALOIO..... MENURUT AKU KUMAILA SUDAH CEEDAS DN LEBIH MAJU DRI YG SEPANTARAN BLIAU YG BELAJAR AGAMA DRI KECIL.....
TPI ADA YG KURANG MNURUT AKU, BLIAU DRI OMONGANNYA  KYAKNYA GA MAU BACA ALKITAB CRISTEN, AKU SIII SIMAK DRI CAKAP2 NY....
JDI OTOMATIS OMONGANNYA KURANG SIIPPP.

LBIH FAIR KAMU BACA ALKITAB /BIBLE KRISTEN DN YG LAINNYA YAA...


*IAAA YESUS MERENDAH DRI LAHIR DN MEMBERI CONTOH YG SEPANJANG MASA TIDAK LUNTUR DI TELAN WAKTU.*"
156,"Rata-rata negara Islam itu diserang/dijajah.
Apasalah kami (Islam) melawan penjajahan?
Hah?"
157,"Agama sebagai sarana, lahir untuk kedamaian, kontradiktif untuk slam slam slam, melakukan perang penyebaran??😅😅"
158,"Hey hey hey kalian sekolah?
Bisa baca?
Baca sejarah. Kaum kalian (kristen) itu semuanya penjajah.
Dan ingat!
Indonesia dijajah belanda. Yang notabene belanda beragama kristen.
Dan lihat sekarang. Kaum kalian(kristen) selalu berbicara tentang kedamaian, kemanusiaan. Tetapi disisi lain kaum kalian (kristen) berlomba-lomba membuat senjata-senjata pemusnah massal."
159,"Betul, yesus sampai brani mati disalib, demi kedamaian ( jauh bedanya dengan perang2 wahyu manusia slam slam😢"
160,Ade armando org yang berani.....memang harus berani kembuka pemikiran org  indo....jad8 tdk saling membenci sesama anak bangsa..karena.agama
161,"Yg ngajak itu perang kalian,"
162,"Jdi msla nabi muhmd sbnnry bkn nabi, krn nabi mngjar kbenran dn mnyebrkn  agama dgn lemah lmbut, sprti Tuhn Yesus , Rasul Paulus mnyerbarkan ajaran  Yesus dg damai tdk dg prang justru msyarakat wkt itu dpt mnrima trmsk msyarkt kerajaan Roma wkt itu toh dpt menerima, walupun awalnya dttang dg keras para raja utk mnrima ajsran ttp pi ttp dg sabsr, tetap dg kasih mrk trus mnjlankan PI  itulah ajsrsn kasi yg menjDi contoh."
163,"Ajaran Tuhan Yesus adalah kasih, menyayangi, mencintai, dan mengampuni, Kristen nggak boleh membenci, nggak boleh membunuh, nggak boleh dendam ❤❤❤"
164,Salah emba kata perang/bunuh tuh pengertian beda coba blajar lgi
165,Keberanian yang luar biasa. Umat kristen berdoa untuk kebaikan dan keamananmu berdua👍
166,"Katanya ade armando seorang dosen, tapi pemikirannya tidak mengikuti sejarah dan logika berpikir. Nabi Muhammad SAW berperang sebab Umat Islam diperangi orang-orang Arab jahiliyah, Orang-orang Nasrani, dan Orang-orang Yahudi seperti otak dan pikiran orang berdua ini berpikir, selalu menyalahkan umat Islam. Inilah kalau orang jahiliyah berdiskusi bukan orang yang punya pengetahuan ttg sejarah Islam.."
