author,published_at,comment,like,en_comment
@dariaselalu,2024-07-13T20:27:04Z,mendengarkan penjilat bisa merusak otak skip aja,0,listening to sycophants can damage the brain just skip it
@wargasemarang6423,2024-07-13T20:25:11Z,jilat terus grace,0,keep licking grace
@baca_tanda,2024-07-13T20:01:24Z,ini contoh cara menjilati kotoran rezim gorong supaya terlihat kinclong,0,this is an example of how to lick the dirt of the sewer regime so that it looks shiny
@TonyWibowo-vz9oh,2024-07-13T19:46:12Z,oh berarti ikn hanya nafsunya jkw dan bisa jadi mega proyek ikn mangkrak apa sih untungnya ikn bagi rakyat yg jumlahnya jt,0,oh that means ikn is just jkws passion and could be a stalled ikn mega project what are the benefits of ikn for the people who number million
@danangkusmono-c2o,2024-07-13T19:37:29Z,cangkemuuuuuuu,1,mouthful
@MubardiMurizam,2024-07-13T19:37:02Z,ini arsitek ato penjilat penjilat ko tiba jd arsitek,0,is this an architect or a sycophant a sycophant suddenly becomes an architect
@lyzasusi8267,2024-07-13T19:30:22Z,kok ngomongnya lemes nga meyakinkan,6,why is your speech so weak not convincing
@dahrani6365,2024-07-13T19:20:06Z,ahhhhh kantong mu udah berisi makanya kamu kamu bela ikn,1,ahhhhh your pockets are full thats why you defend the ikn
@mukhtarharis5755,2024-07-13T19:15:39Z,iya iya iya on the track kita tau kok bulan depan taksi terbang nya kan udah mulai melayang dari brunei dan malaysia ke ikan kan,0,yes yes yes on the track we know next month the flying taxis will start flying from brunei and malaysia to fish right
@matadewa1348,2024-07-13T19:14:01Z,sepong terus sampai muncrat dah itu es krim,0,keep sucking until it squirts out thats ice cream
@yansthea3591,2024-07-13T19:03:00Z,endus endus jilatin,5,sniff sniff lick
@yusdianata,2024-07-14T08:46:45Z,apanya yang mau anda jilatin brobicara fakta dibilang pecundangmikir pakai otakkita butuh bukti bukan dari berita aja bro,0,what do you want to lick bro talking about facts makes you a loser think with your brain we need evidence not just news bro
@fahmiferdiansyahtube,2024-07-13T19:01:41Z,liat mukanya muka penuh beban,0,look at his face his face is full of burden
@abdelsyarkhani3147,2024-07-13T18:54:26Z,jilaaaat terus sampe cliiing,30,keep licking until you cliiing
@dy3285,2024-07-14T03:04:05Z,panas ya kasihan,1,hot huh poor thing
@ferryprakoso7596,2024-07-14T04:41:46Z,sein kanan belok kiri,0,turn right turn left
@gemalacahayapurnamashanty1443,2024-07-14T06:57:30Z,kerja kau,0,your work
@hendywibo1898,2024-08-11T11:31:18Z,salah server bang jgn nonton ikn bisa jantungan n sekarat,0,wrong server bro dont watch the ad you could have a heart attack and die
@ERVINS7180,2024-07-13T18:41:32Z,singapore pemberi utang terbesar ke indonesiaterus bertambah lalu diiringi banyaknya kasus korupsi antara duakalimantan itu dijual atau singapore menginginkan kalimantan sebagai jaminanikn hanya pembungkus,7,singapore is the largest lender to indonesia it continues to grow and is accompanied by many corruption cases between the two kalimantan is sold or singapore wants kalimantan as collateral ikn is just a wrapper
@akhmadagung1686,2024-07-13T23:50:08Z,kalau sampai kalimantan menjadi singapura seperti di kartun the simpson betapa para pengkhianat bangsa itu sangat sangat sangat terkutuk,0,if kalimantan becomes singapore like in the simpson cartoon how cursed the traitors of the nation are
@PionPion-le3ls,2024-07-13T18:39:35Z,kacung,0,lackey
@kinggeorgevi69,2024-07-13T18:31:37Z,ciee dapat jabatan juga partai satu koma,0,wow you got a position from a one comma party too
@MoHaJr14,2024-07-13T18:29:10Z,ketawain aja,0,just laugh
@putri.indahsaribrhutajulu1890,2024-07-13T18:12:52Z,para pejabat di indonesia ketika kalah dalam persaingan untuk mendapat kedudukan bukan nya membatu untuk membangun malah yang kalah meruntuhkan yang ingin di bangun bagai mana indonesia mau maju kalo para kandidat dan para partai pengusung kalah politik langsung jadi musuh beneran hadeh jadi buka otak dan pola pikir woi para pejabat politik dan para pengusung partai politik ketika kalah nyalon biasakan untuk membangun demi kemajuan bersama bukan malah menyalah nyalahkan,0,officials in indonesia when they lose in the competition to get a position instead of helping to build instead the losers destroy what they want to build how can indonesia progress if the candidates and the supporting parties lose politically they immediately become real enemies oh my so open your brains and mindset hey political officials and supporters of political parties when you lose the election get used to building for the sake of mutual progress not blaming
@RakaSumerta,2024-07-14T06:49:56Z,hukum ditegakkan korupsi merajalela bisa diberantas mafia dan kejahatan lainnya bisa diberantas baru rakyat akan bisa percaya sebelum itu bisa terlaksana baik rasanya rakyat masih perlu waktu lebih lama utk menaikkan tingkat kepercayaannya,0,the law is enforced rampant corruption can be eradicated the mafia and other crimes can be eradicated only then will the people be able to trust before that can be implemented properly it feels like the people still need more time to increase their level of trust
@SenoAdji-wu1rh,2024-07-13T18:10:28Z,nice ikn,2,nice ikn
@BangoSamparan,2024-07-13T18:10:18Z,emang dia di bayar utk jilat majikan nya,0,was he paid to lick his master
@baybar,2024-07-13T18:06:30Z,grace ngabalin,0,grace repeats
@masnurulhadi7304,2024-07-13T18:00:07Z,penjilat terupdate,0,the latest sycophant
@sufbar1078,2024-07-13T17:55:49Z,bayangin kalo negara indo bisa bersih dari orang yang suka koar gaduh hanya karena mengharapkan kekuasaan seperti orang inidiberi kekuasaan untuk ngomong yang sudah di set semua bahkan akan menjilat semua omongannya sendiri hanya untuk dapet kekuasaan menyedihkan,29,imagine if the indonesian nation could be free from people who like to brag make noise just because they expect power like this person given the power to say everything that has been set even licking all his own words just to get power sad
@idasaja7908,2024-07-13T23:16:19Z,aku tinggal di ikn n itu benar,1,i live in ikn and thats true
@DragoEX,2024-07-13T23:39:02Z,idasaja,0,idasaja
@bungamatahari2074,2024-07-14T02:33:15Z,didikan mukidi,0,mukidis education
@dy3285,2024-07-14T03:01:28Z,panas ya,1,hot huh
@TeguhGobras-ui7fi,2024-07-13T17:55:30Z,sampeyan masih bau kencur gak usah melu sana berangkat nanti terlambat ke sekolah ini rembugannya orang dewasa bukan duniamu,0,if you still smell of kencur dont be so careless go ahead and be late for school this is a discussion for adults not your world
@nikridz5766,2024-07-13T17:55:07Z,bullshittt,2,bullshittt
@kiaora7436,2024-07-13T17:53:39Z,on the track jidatmu,24,on the track jidatmu
@sriekopranggono6664,2024-07-13T21:35:17Z,juara menjilat kelas tinggi,2,high class licking champion
@UripNugroho-wo2eo,2024-07-14T01:16:01Z,udah dapat tulang tinggal jilat jilat,1,once you get the bone just lick it
@dy3285,2024-07-14T03:00:37Z,panas ya,1,hot huh
@ferryprakoso7596,2024-07-14T04:42:27Z,ingat prinsip si solo sein kanan belok kiri,0,remember the principle of the solo turn right turn left
@RakaSumerta,2024-07-14T05:11:14Z,orang cantik dan manis kayak gini saja sdh pandai menjilat duuh yg dijilat pasti deh klepek minta dijilatin terus asyiiiiiik,0,a beautiful and sweet person like this is already good at licking oh my the one being licked will definitely be limp and beg to be licked all the time sooo much fun
@TellyMawara,2024-07-13T17:52:56Z,bagimanusia penjilat ini pasti on the track orang orang ini oportunisswjatidan ini sudah terbukti waktu ahok dulu,0,forthese sycophantic humans definitely on the track these peopleopportunistsgenuineand this has been proven during ahoks time
@wahyudiantowidodo8274,2024-07-13T17:51:20Z,cebokin terus lahh partai gurem kalo gag nyebok ke penguasa mana bisa eksis,25,keep on attacking if the party of the guerrem doesnt attack the ruler where can it exist
@faqih.rachmawan,2024-07-13T19:56:58Z,iya pak bosan ya dengarnya,2,yes sir im tired of hearing it
@Maung-bx6iy,2024-07-14T00:18:23Z,tepat,0,appropriate
@bungamatahari2074,2024-07-14T02:33:48Z,membahagiakan mukidi,0,making mukidi happy
@dy3285,2024-07-14T03:03:00Z,kasihankepanasan,0,pityits hot
@RakaSumerta,2024-07-14T05:19:46Z,muda cantik begini sudah hilang urat malunya demi harta dan jabatan kapan negeri ini bisa maju dan sejahtera adil dan makmur pepatahnya terbalik jadinya mestinya bunyinya ber rakit ke hulu ber renang ketepian eeeh malah ber senang dahulu ber sakit kemudian mana bisa jadi negeri emas malah skan ujungnya cemas,0,young and beautiful like this has lost its shame for the sake of wealth and position when will this country progress and be prosperous just and prosperous the proverb will be reversed it should have sounded like rafting upstream swimming to the shore eh instead being happy first being sick later how can be the golden country instead of the end of it worried
@siparendean1111,2024-07-13T17:50:44Z,kalau udah masuk politik rupaya bisa akal sehat hilang karna kepentingan seperti si betino ini,19,if you enter politics it seems like you can lose your common sense because of interests like this womans
@syaifullahpodcast7006,2024-07-14T01:04:46Z,yang di hatinya kebencian pasti tidak dapat melihat fakta,0,those whose hearts are filled with hatred will definitely not be able to see the facts
@febyfirmansyah,2024-07-14T12:50:13Z,syaifullahpodcastbuzzer tu yang gak melihat fakta karna cinta buta bukan pakek logika,1,syaifullahpodcastbuzzer is the one who doesnt see the facts because of blind love not using logic
@hasanbakery3343,2024-07-13T17:50:08Z,percoyo,0,percoyo
@andionesia,2024-07-13T17:49:35Z,track sayur ato track sampah kak becandyaaa becandyaaa,0,vegetable track or trash track sis becandyaaa becandyaaa
@ArifHidayat-zg1tl,2024-07-13T17:46:11Z,miss kecubung,32,miss amethyst
@gemalacahayapurnamashanty1443,2024-07-14T06:57:17Z,kerja kau,0,your work
@ferryprakoso7596,2024-08-11T11:42:41Z,gemalacahayapurnamashanty kau buzzerp kah,0,gemalacahayapurnamashanty are you a buzzerp
@abaSunar-xc1wj,2024-07-13T17:43:16Z,sing ora percoyo gk ush di gubris buang wktu mubazir iku psti gerombolane wong sing sakit hati nkri hrg mati,0,sing dont believe it dont pay attention its a waste of time im sure a bunch of people will be hurt nkri has to die
@abaSunar-xc1wj,2024-07-13T17:40:10Z,trima kasih mbgres infonya biarla masih ada yg sll nyiyir soal ikn gk ush di gubris buang wktu mubazir ikn jln terus,3,thank you mb the info is new even if there are still those who are always sarcastic about the ikn dont pay attention to it its a waste of time ikn keeps going
@BangoSamparan,2024-07-13T18:11:41Z,dungu rt keluar kolam nih,2,stupid rt got out of the pool
@herry2813,2024-07-13T21:20:07Z,yg lalu saya simpati pd grace ini orgnya kritis jujur wawasan luas dll tapi ternyata orgnya gila jabatan semoga sukses grace dgn sifat duniawimu,1,previously i sympathized with grace she was critical honest had broad insight etc but it turned out she was crazy about positions i hope grace is successful with your worldly nature
@developer4,2024-07-13T22:24:22Z,bukan nyinyir mas mbak tapi kritis sadarlah anda menelan informasi propaganda begitu saja gak ada historisnya propaganda bernada negatif untuk pemerintah yang berkuasa masih banyak informasi di luar yang lebih netral daripada mengandalkan jubir yang memiliki kepentingan sendiri,1,not being sarcastic sir sis but being critical realize that you are swallowing propaganda information just like that there is no history of negative propaganda for the ruling government there is still a lot of information out there that is more neutral than relying on spokespersons who have their own interests
@RakaSumerta,2024-07-14T06:31:01Z,ini juta coment orang psi yg katanya partai gen z eh eh ternyata gen para penjilat dan para munaf kaciaaan deh para anak muda gen nya dijual demi orang yg menikmati manisnya,0,this is million of the comments from psi people who say it is a gen z party eh eh turns out it is the gene of sycophants and hypocrites its a shame that the young peoples genes are sold for the sake of people who enjoy the sweetness
@andririzal7079,2024-07-13T17:32:06Z,ora percoyo,4,dont believe it
@yusdianata,2024-07-14T08:49:29Z,anda percaya sama rokky gerung dan amin rais ya nehini deh pemikiranmu agak kurang kurang,0,you believe in rokky gerung and amin rais so your thinking is a bit lacking
@paklike,2024-07-13T17:11:48Z,sudah sangat memahami peran antara jurnalis dengan politikus,3,already fully understand the roles between journalists and politicians
@KEPRIINDONESIA.C0M,2024-07-13T17:01:43Z,si grace bacod doankk grace aja ogah stay di iknhahaha,0,grace is just talking grace is reluctant to stay in iknhahaha
@candrasusetyo6430,2024-07-13T16:59:53Z,targetnya bukan upacara agustus targetnya kemanfaatan kesejahteraan rakyat,0,the target is not the august th ceremony the target is the welfare of the people
@TeguhGobras-ui7fi,2024-07-13T17:57:43Z,kesejahteraan nggedabrus apbn di hambur bilang kesejahteraan pret,1,welfare is being pushed to the limit the apbn is being squandered on the socalled welfare what a waste
