,author,published_at,comment,like,en_comment
118,@musafirdumay9409,2024-07-13T23:26:30Z,"Modern apanya ...kota  modern kox jalannya naik turun berbelok-belok??? Sudah study banding ke Ankara Turkey atw Canberra Australia belum, ???",0,"What's modern about a modern city? Why are the roads so winding and up and down? Have you done a comparative study to Ankara, Turkey or Canberra, Australia?"
119,@DragoEX,2024-07-13T23:45:04Z,"Setuju bang, sbg rakyat mendukung IKN ini plus minus slalu ada dari sbuah kebijakan tp ini bukan soal skrg tp masa depan negara ini.. Masyarakat sekitar ku pd setuju dan senang progress IKN trus berlanjut bgitu jg saudara2 sy di luar pulau Jawa. Baru kali ini ada pemerintahan yg membangun di luar Jawa bahkan pusat pemerintahan nya.. 👍👍",4,"I agree, as a citizen, I support this IKN, there are always pros and cons to a policy, but this is not about the present but the future of this country. The people around me agree and are happy that the progress of the IKN continues, as do my relatives outside Java. This is the first time a government has built outside Java, even the center of government. 👍👍"
120,@iwansantoso8117,2024-07-14T00:40:24Z,IKN lbh cocok jd wahana wisata ea.,0,IKN is more suitable as a tourist attraction.
121,@DragoEX,2024-07-14T02:34:42Z,"@@iwansantoso8117 Bisa juga kemudian hari.. Bukan nya bangga ya sebagai anak bangsa bisa merasakan lingkungan pusat pemerintahan negara nya sendiri, dan bukan eksklusif hanya untuk Pejabat saja.. Makin cinta deh dg negeri ini ❤️🇮🇩",1,"@@iwansantoso8117 It could also be later.. Aren't we proud as a child of the nation to be able to experience the environment of the center of government of our own country, and not exclusively for officials only.. I love this country even more ❤️🇮🇩"
122,@rommuhdori1706,2024-07-13T22:27:56Z,Prreeeet ...,0,Prreeeet ...
123,@nanaherdiana721,2024-07-13T22:26:02Z,Orang aneh ...😊😊😊,0,Strange person...😊😊😊
124,@babangtamvan2474,2024-07-13T22:21:23Z,"Gerombolan PSI'kopat gak perlu di up di media,, GAK BERGUNA.",0,"There's no need to upload the PSI Kopat gang to the media, it's USELESS."
125,@BismikaStoreTV,2024-07-13T22:20:35Z,"belajar banyaklah dari grace natalie. gak sia sia loh menjadi ahli menjilat sekian taun, bisa jadi staf ahli..",4,"learn a lot from grace natalie. it's not in vain to be an expert in licking for so many years, you can become an expert staff.."
126,@aspendikasuma9846,2024-07-13T23:16:46Z,"Ya, STAF AHLI MENJILAT",1,"Yes, STAFF MEMBER LICKS"
127,@Robinhoodd728,2024-07-14T00:15:05Z,Ahli modol,0,Model expert
128,@iwansantoso8117,2024-07-14T00:41:24Z,Jilat apa ni ?,1,What kind of lick is this?
129,@muhadjir2703,2024-07-14T00:59:25Z,"Omongan Gress, pret preeet.",2,"Gress talk, pret preeet."
130,@SupriyadiYadi-gw4he,2024-07-14T03:22:11Z,Bentar lg jadi komisaris bumn ...bagian jilatin tangki truck pertamina,1,Soon to be a BUMN commissioner...part of licking Pertamina truck tanks
131,@manullangzealot,2024-07-13T22:16:01Z,"Cakep jg, tp syg penjilat ga punya integritas😊",0,"She's pretty, but she's a sucker who has no integrity😊"
132,@abassomantri5839,2024-07-13T22:15:49Z,Betul proyek jangka panjang. In Syaa Allah. Diteruskan oleh Pa Prabowo Gibran dan pemimoin seterusnya.,0,It's a long-term project. God willing. Continued by Mr. Prabowo Gibran and future leaders.
133,@anangSetyawan-cs9ko,2024-07-13T22:15:25Z,Selir udah gak sabar,1,The concubine can't wait
134,@osasanto,2024-07-13T22:12:40Z,"catat semua penjilat kekuasaan. mereka berani membodohi rakyat bodoh 
rakyat indog emng ngk ketolong, sampe orng2 kek gini berkuasa  mampuslah negri bandit korup",0,"write down all the power-hungry sycophants. they dare to fool the stupid people
the Indonesian people are indeed beyond help, until people like this come to power, the corrupt bandit country will be destroyed"
135,@nanitrasimin8648,2024-07-13T21:42:51Z,Kasihan.... Tujuan masuk politik awalnya idealis tp ujung nya 😅😅😅 penjilat jg selesai!,0,Poor thing.... The goal of entering politics was initially idealistic but in the end 😅😅😅 sycophancy is also finished!
136,@wulidatilhikmah6759,2024-07-13T21:34:25Z,ntar kalo Gua dapet rezeki gua bawa keluarga gua  WISATA IKN,4,"When I get sustenance, I will bring my family to IKN TOURISM."
137,@iwansantoso8117,2024-07-14T00:40:42Z,Bener ngab...ada panggung ala ala Nazi look a like,0,"That's right, Ngab... there's a Nazi look-a-like stage"
138,@santiirmawati869,2024-07-13T21:32:38Z,jadi kpn pindah nya😂😂,0,So when are you moving?
139,@luciedesiantari6793,2024-07-13T21:31:46Z,grace dan keluarga penghuni pertama 😊,0,grace and family first occupant 😊
140,@bennyadisuryo5037,2024-07-13T21:23:54Z,yailah,1,yailah
141,@AdamPaturusi,2024-07-13T21:22:57Z,Penjilat,0,Lick
142,@faril688,2024-07-13T21:06:57Z,"Selama Pemerintah Indonesia tidak berani menerapkan Pembuktian Terbalik terhadap Harta2nya Para Pejabat Negara.. Proyek Besar Pemerintah on the track ajang Korupsi, Pungli dan Markup pejabat2 yang terkait",15,"As long as the Indonesian government does not dare to apply reverse proof to the assets of state officials... the government's major projects are on the track to become an arena for corruption, extortion and markups by the officials involved."
143,@RahmahAisyahUnzhurna,2024-07-13T20:47:45Z,"selama kasus vina belum tuntas,,,,selama rakyat kecil terzolimi ,,,jangan berharap cita cita terlaksana,,",9,"As long as Vina's case is not finished, as long as the common people are being oppressed, don't expect your dreams to come true."
144,@yusdianata,2024-07-14T08:44:05Z,Apa hububungannya kasus vina dengan pembangunan IKN.mikir pakai otak bro dengan baik.,0,"What is the connection between Vina's case and the development of the IKN? Think carefully using your brain, bro."
145,@gemby7069,2024-07-13T20:42:34Z,BENALU,0,PARASITE
146,@SriNurhayatiadhara,2024-07-13T20:41:59Z,Horee Kak Grace dan Keluarganya Kasih Contoh Tinggal domisili d IKN,3,"Hooray, Sister Grace and Her Family Give an Example of Living in IKN"
147,@aligunawan3940,2024-07-13T20:41:07Z,Penjilat lu grace,0,Your licker grace
148,@xinjiping2024,2024-07-13T20:27:23Z,"Apa susahnya sih ke Korea dulu, ke China dulu ke amerika dulu.. mereka itu bikin kota di ratain dulu tanahnya 😅😅😅 ini tanah naik turun langsung bangun jalan bangun tower 😅😅😅 
Mereka bukit dibelah dulu diaratain tanahnya berapa ratus ribu hektar ratain 😅😅😅..",0,"What's so hard about going to Korea first, China first, America first... they build cities by leveling the land first 😅😅😅 this land goes up and down, then build roads, build towers 😅😅😅 
They split the hills first, leveling the land, how many hundreds of thousands of hectares 😅😅😅.."
149,@dariaselalu,2024-07-13T20:27:04Z,mendengarkan penjilat bisa merusak otak ... SKIP AJA ...,0,listening to sycophants can damage the brain... JUST SKIP IT...
150,@wargasemarang6423,2024-07-13T20:25:11Z,jilat terus grace...,0,Keep licking Grace...
151,@baca_tanda,2024-07-13T20:01:24Z,"Ini contoh cara menjilati ""kotoran2"" rezim gorong2 supaya terlihat kinclong",0,"This is an example of how to lick the ""dirt"" of the sewer regime so that it looks shiny."
152,@TonyWibowo-vz9oh,2024-07-13T19:46:12Z,Oh berarti IKN hanya nafsunya JKW dan bisa jadi mega proyek IKN mangkrak ! apa sih untungnya IKN bagi rakyat yg jumlahnya 260 jt ?,0,"Oh, that means IKN is just JKW's passion and could be a stalled IKN mega project! What are the benefits of IKN for the people who number 260 million?"
153,@danangkusmono-c2o,2024-07-13T19:37:29Z,cangkemuuuuuuu,1,mouthful
154,@MubardiMurizam,2024-07-13T19:37:02Z,"ini arsitek ato penjilat... penjilat ko, tiba2 jd arsitek.",0,Is this an architect or a sycophant? A sycophant suddenly becomes an architect.
155,@lyzasusi8267,2024-07-13T19:30:22Z,Kok ngomongnya lemes. . nga meyakinkan.,6,Why is your speech so weak? Not convincing.
156,@dahrani6365,2024-07-13T19:20:06Z,Ahhhhh kantong mu udah berisi makanya kamu kamu bela IKN,1,"Ahhhhh your pockets are full, that's why you defend the IKN"
157,@mukhtarharis5755,2024-07-13T19:15:39Z,"iya iya iya, on the track, kita tau kok. bulan depan taksi terbang nya kan udah mulai melayang dari brunei dan malaysia ke ikan kan?🤣🤣🤣",0,"yes yes yes, on the track, we know. next month the flying taxis will start flying from Brunei and Malaysia to fish, right? 🤣🤣🤣"
158,@matadewa1348,2024-07-13T19:14:01Z,Sepong terus sampai muncrat dah itu es krim,0,"Keep sucking until it squirts out, that's ice cream"
159,@yansthea3591,2024-07-13T19:03:00Z,Endus endus jilatin,5,Sniff sniff lick
160,@yusdianata,2024-07-14T08:46:45Z,Apanya yang mau anda jilatin bro.bicara fakta dibilang pecundang.mikir pakai otak.kita butuh bukti bukan dari berita aja bro.,0,"What do you want to lick bro? Talking about facts makes you a loser. Think with your brain. We need evidence, not just news, bro."
161,@fahmiferdiansyahtube,2024-07-13T19:01:41Z,"liat mukanya, muka penuh beban😅😅😅",0,"Look at his face, his face is full of burden😅😅😅"
162,@abdelsyarkhani3147,2024-07-13T18:54:26Z,Jilaaaat  terus  sampe cliiing..😂😂😂😂,30,Keep licking until you cliiing..😂😂😂😂
163,@dy3285,2024-07-14T03:04:05Z,🤣🤣🤣 panas ya? Kasihan.. 🤣🤣🤣,1,🤣🤣🤣 hot huh? Poor thing.. 🤣🤣�
164,@ferryprakoso7596,2024-07-14T04:41:46Z,"Sein kanan, belok kiri",0,"Turn right, turn left"
165,@gemalacahayapurnamashanty1443,2024-07-14T06:57:30Z,Kerja Kau!!,0,Your work!!
166,@hendywibo1898,2024-08-11T11:31:18Z,Salah server bang.. Jgn nonton ikn... Bisa jantungan n sekarat,0,Wrong server bro.. Don't watch the ad... You could have a heart attack and die
167,@ERVINS7180,2024-07-13T18:41:32Z,"Singapore pemberi utang terbesar ke indonesia.terus bertambah lalu diiringi banyaknya kasus korupsi.
Antara dua.kalimantan itu dijual atau singapore menginginkan kalimantan sebagai jaminan&IKN hanya pembungkus✅",7,"Singapore is the largest lender to Indonesia. It continues to grow and is accompanied by many corruption cases.
Between the two. Kalimantan is sold or Singapore wants Kalimantan as collateral & IKN is just a wrapper✅"
168,@akhmadagung1686,2024-07-13T23:50:08Z,"Kalau sampai Kalimantan menjadi Singapura seperti di kartun The Simpson, BETAPA PARA PENGKHIANAT BANGSA ITU SANGAT SANGAT SANGAT TERKUTUK !!!",0,"If Kalimantan becomes Singapore like in the Simpson cartoon, HOW CURSED THE TRAITORS OF THE NATION ARE!!!"
169,@PionPion-le3ls,2024-07-13T18:39:35Z,Kacung,0,lackey
170,@kinggeorgevi69,2024-07-13T18:31:37Z,Ciee dapat jabatan juga partai satu koma😂,0,"Wow, you got a position from a one comma party too😂"
171,@MoHaJr14,2024-07-13T18:29:10Z,Ketawain aja... 😂😂😂,0,Just laugh... 😂😂😂
172,@putri.indahsaribrhutajulu1890,2024-07-13T18:12:52Z,"Para pejabat di indonesia ketika kalah dalam persaingan untuk mendapat kedudukan
Bukan nya membatu untuk membangun
Malah yang kalah meruntuhkan yang ingin di bangun
Bagai mana indonesia mau maju
Kalo para kandidat dan para partai pengusung kalah politik langsung jadi musuh beneran hadeh..,
Jadi buka otak dan pola pikir woi para pejabat politik dan para pengusung partai politik
Ketika kalah nyalon biasakan untuk membangun demi kemajuan bersama
Bukan malah menyalah nyalahkan",0,"Officials in Indonesia when they lose in the competition to get a position
Instead of helping to build
Instead, the losers destroy what they want to build
How can Indonesia progress
If the candidates and the supporting parties lose politically, they immediately become real enemies, oh my..,
So open your brains and mindset, hey, political officials and supporters of political parties
When you lose the election, get used to building for the sake of mutual progress
Not blaming"
173,@RakaSumerta,2024-07-14T06:49:56Z,"Hukum ditegakkan, korupsi merajalela bisa diberantas, mafia dan kejahatan lainnya bisa diberantas ...., baru rakyat akan bisa percaya, sebelum itu bisa terlaksana baik rasanya rakyat masih perlu waktu lebih lama utk menaikkan tingkat kepercayaannya",0,"The law is enforced, rampant corruption can be eradicated, the mafia and other crimes can be eradicated...., only then will the people be able to trust, before that can be implemented properly it feels like the people still need more time to increase their level of trust"
174,@SenoAdji-wu1rh,2024-07-13T18:10:28Z,Nice IKN ❤,2,Nice IKN ❤
175,@BangoSamparan,2024-07-13T18:10:18Z,Emang dia di bayar utk jilat majikan nya 😂😂,0,Was he paid to lick his master? 😂😂
176,@baybar,2024-07-13T18:06:30Z,Grace ngabalin😂,0,Grace repeats😂
177,@masnurulhadi7304,2024-07-13T18:00:07Z,Penjilat terupdate,0,The latest sycophant
178,@sufbar1078,2024-07-13T17:55:49Z,"Bayangin kalo negara indo bisa bersih dari orang2 yang suka koar2, gaduh, hanya karena mengharapkan kekuasaan seperti orang ini..diberi kekuasaan untuk ngomong yang sudah di set semua. Bahkan akan menjilat semua omongannya sendiri hanya untuk dapet kekuasaan.. menyedihkan..",29,"Imagine if the Indonesian nation could be free from people who like to brag, make noise, just because they expect power like this person.. given the power to say everything that has been set. Even licking all his own words just to get power.. sad.."
179,@idasaja7908,2024-07-13T23:16:19Z,Aku tinggal di IKN n itu benar,1,I live in IKN and that's true
180,@DragoEX,2024-07-13T23:39:02Z,​@@idasaja7908👍👍,0,@@idasaja7908👍👍
181,@bungamatahari2074,2024-07-14T02:33:15Z,Didikan Mukidi,0,Mukidi's Education
182,@dy3285,2024-07-14T03:01:28Z,🤣🤣🤣🤣 panas ya..? 🤣🤣🤣,1,🤣🤣🤣🤣 hot huh..? 🤣🤣🤣
183,@TeguhGobras-ui7fi,2024-07-13T17:55:30Z,"SAMPEYAN masih bau kencur gak usah melu2, sana berangkat nanti terlambat ke sekolah. Ini rembugannya orang2 dewasa bukan duniamu!",0,"IF YOU still smell of kencur, don't be so careless, go ahead and be late for school. This is a discussion for adults, not your world!"
184,@nikridz5766,2024-07-13T17:55:07Z,Bullshittt,2,Bullshittt
185,@kiaora7436,2024-07-13T17:53:39Z,"On the track,  jidatmu😂",24,"On the track,  jidatmu😂"
186,@sriekopranggono6664,2024-07-13T21:35:17Z,Juara menjilat kelas tinggi,2,High class licking champion
187,@UripNugroho-wo2eo,2024-07-14T01:16:01Z,Udah dapat tulang tinggal jilat jilat 🤣🤣🤣,1,"Once you get the bone, just lick it 🤣🤣🤣"
188,@dy3285,2024-07-14T03:00:37Z,🤣🤣🤣 panas ya..? 🤣🤣🤣,1,🤣🤣🤣 hot huh..? 🤣🤣🤣
189,@ferryprakoso7596,2024-07-14T04:42:27Z,"Ingat prinsip si solo, sein kanan belok kiri😅😅😅😅",0,"Remember the principle of the solo, turn right turn left😅😅😅😅"
190,@RakaSumerta,2024-07-14T05:11:14Z,"Orang cantik dan manis kayak gini saja sdh pandai menjilat ...... duuh .. yg dijilat pasti deh klepek"" minta dijilatin terus asyiiiiiik .....",0,"A beautiful and sweet person like this is already good at licking... oh my... the one being licked will definitely be ""limp"" and beg to be licked all the time, sooo much fun..."
191,@TellyMawara,2024-07-13T17:52:56Z,"Bagi.....manusia penjilat ini..


Pasti on the track......
Orang orang ini..... oportunis....swjati....dan ini sudah terbukti waktu ahok dulu.....",0,"For.....these sycophantic humans..

Definitely on the track......
These people.....opportunists....genuine....and this has been proven during Ahok's time....."
192,@wahyudiantowidodo8274,2024-07-13T17:51:20Z,Cebokin terus lahh ... partai gurem kalo gag nyebok ke penguasa mana bisa eksis ...?,25,"Keep on attacking... if the party of the guerrem doesn't attack the ruler, where can it exist...?"
193,@faqih.rachmawan,2024-07-13T19:56:58Z,"😂 iya pak, bosan ya dengarnya",2,"😂 yes sir, I'm tired of hearing it"
194,@Maung-bx6iy,2024-07-14T00:18:23Z,tepat,0,appropriate
195,@bungamatahari2074,2024-07-14T02:33:48Z,Membahagiakan Mukidi,0,Making Mukidi Happy
196,@dy3285,2024-07-14T03:03:00Z,🤣🤣🤣 kasihan..kepanasan..🤣🤣🤣,0,🤣🤣🤣 pity..it's hot..🤣🤣�
197,@RakaSumerta,2024-07-14T05:19:46Z,"Muda"" cantik begini sudah hilang urat malunya demi harta dan jabatan ...., kapan negeri ini bisa maju dan sejahtera adil dan makmur ..., pepatahnya terbalik jadinya ... mestinya bunyinya .. ber rakit"" ke hulu, ber renang"" ketepian ...., eeeh malah ber senang"" dahulu, ber sakit"" kemudian,  .... mana bisa 2045 jadi negeri Emas malah skan ujung""nya Cemas",0,"Young and beautiful like this has lost its shame for the sake of wealth and position..., when will this country progress and be prosperous, just and prosperous..., the proverb will be reversed... it should have sounded like... rafting upstream, swimming to the shore..., eh, instead being happy first, being sick later,.... how can 2045 be the Golden Country instead of the end of it? Worried"
